SampleID,g__Actinomyces;,g__Acinetobacter;,g__Lactobacillus;,g__Bacteroides;,g__Simplicispira;,g__Rothia;,g__Anaerococcus;,g__Staphylococcus;,g__Burkholderia;,g__Neisseria;,g__Corynebacterium;,g__Porphyromonas;,g__Aeromonas;,g__Streptococcus;,Unclassified,g__Stenotrophomonas;,g__Haemophilus;,g__Veillonella;,g__Macrococcus;,g__Leptotrichia;,g__Propionibacterium;,g__Prevotella;,g__Granulicatella;,g__Lautropia;,g__Chryseobacterium;,g__Peptoniphilus;,g__Pseudomonas;,g__Streptophyta_Group;,g__Gemella;,g__TM7;,g__Rhodococcus;,g__Bifidobacterium;,g__Enhydrobacter;,g__Massilia;,g__Brevundimonas;,g__Ralstonia;,g__Paracoccus;,g__Sphingomonas;,g__Amaricoccus;,g__Neisseriaceae_Group;
S_15277191,0.00300202,0.00189728,0.000333558,0,0.00608409,0.00146765,0.000400269,0.0408835,0.000560377,0.00592399,0.00610411,0.00212143,0,0.0218901,0.000240162,0.00897937,0.0077252,0.0016411,8.01E-05,0.000280188,0.854695,0.00387861,0.00500337,0,0.000240162,0,5.60E-05,8.01E-05,0.0052035,0.000600404,0.00168113,0.000226819,0.000120081,0.000904609,0.000440296,0.000200135,0.000200135,0.000200135,0.000280188,0.00588396
S_15277192,0.000194428,0.00163913,0.000237634,0,0.0103263,0.000158422,0.000367252,0.104772,0.00339888,0.000540077,0.00304243,0.000108015,0.00077771,0.00042018,0.000345649,0.0146037,0.000414059,0,0,6.48E-05,0.832971,0,6.48E-05,0.00028084,6.48E-05,0.000302443,0.000125298,0.00974298,6.48E-05,0,8.64E-05,0,0.00250596,0.00160295,0.000151221,0,0.00429901,0.000108015,0,0
S_15277193,0,0.000940678,0.00468348,7.97E-05,0.00372766,0,0.00105139,0.00201358,0.000318604,0.000127442,0.00126911,9.56E-05,0,0.000319666,0.000477906,0.00700928,6.37E-05,6.37E-05,9.56E-05,0,0.970563,0,6.37E-05,0,9.56E-05,0.000334534,4.46E-05,0.000223023,0,0,0.000684998,4.25E-05,0.00111511,0.000541626,0.000382325,0,0.000923951,0.000127442,0,0
S_15277194,0,0.000154287,1.69E-05,0.00010623,0.000101172,0,6.74E-05,0.0617351,0.000101172,0.000303516,0.00165247,6.74E-05,0,0.000605345,6.74E-05,0.00118034,0.000331619,0,0,0,0.931119,1.35E-05,0.000101172,0,0.000101172,0,5.17E-05,0,0,0,0.000236068,0,0.000607031,2.70E-05,0.000202344,0,0.000202344,0,0,0
S_15277195,7.36E-05,0.00076428,0.00543243,8.58E-05,7.36E-05,0,0.0015819,0.0143549,0.000190074,0,0.00156044,0.000147154,0,0.000343359,7.36E-05,0.00211534,0.000226862,0.000257519,0,0,0.941563,0.0030608,0,0,0,0.000643798,0.000134278,0,0,0,0.000239125,4.91E-05,0.00143475,2.94E-05,0.00132438,0,0.000919711,0.000239125,0.000147154,0.0187989
S_15277196,0.000672878,0.00507338,0.000423664,0,0,0.000548271,0.000199371,0.00355379,0,0.00017445,0.00163651,4.98E-05,0,0.00084899,7.48E-05,0.00470184,0.0003489,0,0,0.000124607,0.92284,0.000423664,0.000274136,0,0.00114638,0,0.000224293,0.00181926,0.000473507,0,0.0474005,0,0.000672878,0,0.00132083,0.000249214,0.000274136,0.0010467,0,0.00114015
S_15277197,0.002442,0.0133551,0.00092478,0,0,0.00105001,0.000317893,0.053026,0,0.00297663,0.0294629,0.00141607,0,0.0121512,0.00494661,0.102468,0.000866981,0.00124267,0,0.000317893,0.531633,0.00352572,0.00106928,0,0.00173396,0.00434935,0.00157553,0.019536,0.00134864,0.000144497,0.0117476,5.78E-05,0.00361242,0.00280984,0.00606887,0.000664685,0.0092767,0.00460945,0.00231195,0.0223753
S_15277198,0.0014045,0.00324064,0.00287358,0.00020687,0,0.000895975,0,0.0478111,9.69E-05,9.69E-05,0.0038987,0,0.000145293,0.00397135,0.00271214,0.00503683,0.000294622,0.000314802,0,0.000411664,0.892318,0.000736152,7.26E-05,0.000339017,0.000895975,0,4.84E-05,7.26E-05,7.26E-05,0.000169509,0.00268792,0.000242155,0,0.0001348,0.000411664,0.000145293,0.00200989,0.000314802,0.00043588,0
S_15277199,0.0016287,0.00758889,0.000802105,0.000102865,0.0241048,0.00123438,0.000994365,0.110592,0.003566,0.000480038,0.0320711,0.000171442,0.00179157,0.0063868,0.00174871,0.0260821,0.00102865,0.000274308,0,0.000205731,0.71896,0.000171442,0.000480038,0,0.000857212,0,0.000856069,0.000514327,0.00113152,0.000102865,0.0051947,0.000262878,0.000960077,0.00355228,0.00185158,0.000548615,0.000514327,0.00126867,0.00161156,4.29E-05
S_15277200,0.00762897,0.0063943,0.00204336,0.000153732,0.0328603,0.0169234,0.000768662,0.0422533,0.00438137,0.193741,0.114185,0.0212919,0,0.0719467,0.00347819,0.0510904,0.0828617,0.0106075,0,0.00445824,0.123389,0.0335098,0.0263267,0.0147967,0.000691795,0.000307465,0.000760975,0.000576496,0.0124523,0.00549593,0.00272875,0.000358709,0.00234442,0.00433525,0.00338211,0.000307465,0.00530376,0.000960827,0.00215225,2.88E-05
S_15277201,0.000122874,0.00476313,0.000157981,0,0,5.27E-05,0.000175534,0.0744336,0,0,0.00695555,0,0,0.0008294,0.000351069,0.0071267,0.000122874,0,0,0,0.891609,0.000235216,7.02E-05,0,0.000596817,0.000473943,0.00015096,0,4.10E-05,0.000157981,0.00211519,0.000286706,0.00050905,3.51E-05,0.00114097,0,0.000280855,0.000351069,0.00050905,8.78E-06
S_15277202,0.0040077,0.00452856,0.000575574,0.000214123,0.00017054,0.00196121,0.000483198,0.0408785,5.68E-05,0.0117389,0.0138848,0.00164856,0,0.0142396,0.00208438,0.092736,0.00616787,0.00281392,0,0.00372346,0.609994,0.00133448,0.00312657,0.00125063,0.000227387,0.00299867,0.000676477,0.00505936,0.00182857,0.000312657,0.00591206,0.000852702,0.0109998,0.000301288,0.00602576,0.000198964,0.00625314,0.00201806,0.00162013,0.111114
S_15277203,0.0374948,0.00536379,0.00948397,6.79E-05,0.049846,0.0274848,0.0070239,0.169721,0.022938,0.0659636,0.0400905,0.00831332,0.00240917,0.136617,0.000305387,0.0931431,0.0376248,0.00481833,0,0.00868657,0.0829635,0.012453,0.00960273,0.00515765,0.00186625,0.00714832,0.00166379,0.00471653,0.0377097,0.00125548,0.00322353,0,0.00430935,0.00734965,0.000237523,6.79E-05,0.00546304,0.00223951,0.000339319,0
S_15277204,0.000159399,0.00144275,7.78E-05,6.83E-05,0,0.000273256,6.83E-05,0.0155676,4.55E-05,0.00134351,0.00131505,0.000523741,4.55E-05,0.00118904,0.000478198,0.00468331,0.000618622,0.000182171,0,0.000227713,0.963387,0.00152454,0.000113857,0.000136628,0.00034157,6.83E-05,0.000241376,9.11E-05,0.000136628,0.000204942,0.000364342,3.04E-05,9.11E-05,5.47E-05,0.00050097,0,0.000182171,0.000250485,0.000136628,0
S_15277205,0.00043495,0.00586589,0,0,0.0054171,0.00241199,0.000158164,0.538072,0.000514032,0.00427042,0.0447932,0.000158164,0,0.00966775,0.000652425,0.00747323,0.00312373,0.000316327,0.000158164,7.91E-05,0.308854,0.00209567,0.00458674,0,0.000395409,0,0.000181888,0.000672195,0.00176616,0.000474491,0.00298534,0,0.0095689,0.00109133,0.00177934,7.91E-05,0.00142347,0.000988522,0.000158164,3.95E-05
S_15277206,0,0.000794472,0.000161478,0,0.00142101,0,0,0.0498127,0.000193774,0,0.00133488,0.000129182,0,0.000260518,0.00080739,0.0029066,0.000193774,9.69E-05,0,0,0.93583,0.00014856,0,0,0,0,5.17E-05,9.69E-05,0.000139948,0.000161478,0.000920425,0,6.46E-05,0.00029066,0.000193774,6.46E-05,6.46E-05,0,6.46E-05,0.000403695
S_15277207,0.000175339,0.000210407,0,0,0.00140272,0,0,0.00701942,0.000126634,8.77E-05,0.000823121,0.000116893,0,0.000479261,4.38E-05,0.00203589,0.000146116,0.000116893,0,0.000146116,0.959019,0.000825556,8.77E-05,0,0,0,7.01E-05,0,0.000175339,0,8.77E-05,0,0,0.000216252,8.77E-05,0,0,0,8.77E-05,0.0256361
S_15277208,0,0.000536618,0,6.02E-05,0,0,0,0.0505902,0,0.000168634,0.000618325,9.64E-05,0,0.000297117,4.82E-05,0.00142937,0,0,0,0,0.943507,0,0,0,0,0,0,0,4.82E-05,0,9.64E-05,8.03E-05,7.23E-05,9.64E-06,9.64E-05,0,0.000554083,0.000240906,4.82E-05,4.82E-05
S_15277209,0.00903752,0.0212253,0.00258477,0.00227313,0.00043996,0.0078093,0,0.0671954,0.000586614,0.00333637,0.0147142,0.00021998,0,0.0164661,0.000953247,0.0256033,0.00454626,0.000843257,0,0.00164985,0.247881,0.00367367,0.00128322,0.00619611,0.00663607,0,0.000476624,0.00120989,0.00117323,0.000696604,0.0475157,0.000562172,0.429915,0.000168651,0.00201648,0.00190649,0.0157286,0.00458292,0.000989911,0
S_15277210,6.33E-05,0.00185766,0.00908032,0.0105261,0,0,0.00154541,0.3381,0,0,0.0161086,0,0,0.000439132,0.000760036,0.0138327,0.000177342,0,0,7.60E-05,0.58272,0.000349617,0.000253345,5.07E-05,0.000405353,0.000430687,0.000382341,0.000760036,5.07E-05,0,0.00126673,0.00029557,0.0028628,1.52E-05,0.000962713,0.000202676,0.0027108,0.000177342,0.000608029,0
S_15277211,0,0.000127274,0.00010443,0,0.000731008,0,0,0.0283318,0.000287182,5.22E-05,0.00122705,0,0,0.000208859,6.09E-05,0,0,0,0,0,0.967932,0,0,0,0,0,0,0,0,0,0.000169698,0,0,8.88E-05,0,0,0,7.83E-05,0,0
S_15277212,0.00156571,0.00356091,0.000260952,0,0.00278349,0.000521905,0.00173968,0.584134,0.00163095,0.000652381,0.00693698,0,0.000163095,0.00238481,0.000130476,0.000130476,0.00021746,0.000869841,0,0.00043492,0.365681,0.00119603,0.000260952,8.70E-05,0.000173968,0.000543651,0.00308032,0.00021746,0.000159471,0.000347936,0,0,0.00113079,0.000556698,0.00191365,8.70E-05,0.00426222,0.000391428,0.000130476,0.000141349
S_15277213,0.000594231,0.000653654,0.000330128,0,0.00660256,0.000616239,0.00125449,0.0105674,0.00224487,0.000462179,0.00314722,0,0.000792308,0.00220636,0.000363141,0,0.000506197,0.000330128,0,0.000330128,0.947732,0.000115545,0.000594231,0.000198077,0,0.000561218,3.96E-05,0.000264103,0,0,0.000132051,0,0,0.00132051,0.000330128,0.000198077,0.000594231,0,0,0.0101349
S_15277214,0.00141761,0.000476782,0.000147668,0.000376553,0.000265802,0,0.000132901,0.24359,0.000310102,0.000287952,0.00824724,0,0.000841706,0.00190233,0.000454078,0.000276877,0.00101891,0.000708805,0,0,0.725196,0.000387628,0.000686655,0,0.000642354,0,0.000222978,0,8.86E-05,0.000310102,6.65E-05,0,0.000243652,6.20E-05,0.00101891,0.000730955,0.000265802,4.43E-05,0.000287952,0
S_15277215,5.46E-05,0.000419767,0,0,0.00101017,0,0,0.0797653,0.000473233,5.46E-05,0.426406,0,0.000163811,7.96E-05,0,0,0,0,0,0,0.489769,0,0,0,0.00013651,0,0,0,0,0,0.000696199,0,8.19E-05,0.00013651,0,0,8.19E-05,0,0,0
S_15277216,0.000124225,0.000212218,0,0,0.00227746,0,0.000124225,0.186371,0.00107662,0,8.97E-05,0,0.000331268,0.000158732,8.28E-05,0,0,0,0,0,0.806223,8.28E-05,8.28E-05,0,0,0,6.63E-05,8.28E-05,0,0,0,0,0.000579718,0.000530028,0.000124225,0,0.000207042,0,0,0
S_15277217,0.00196433,0.00637786,0,0,0.0354708,0.000112892,0,0.0697675,0.0158049,0.00198691,0.0197298,0,0.0165049,0.00294273,0.000203206,0,0,0.000158049,0,0.0014676,0.791805,0,0,0.00164823,0,0,0.00107474,0,0,0,0,0,0.00223527,0.00400091,0.0017837,0.0017837,0.00106119,4.52E-05,0,0.000287876
S_15277218,0.000100085,0.000287745,0,0,0.00495421,0.00020017,0,0.220788,0.00255217,0.00077566,0.00389915,7.51E-05,0.000125106,0.00185032,0.00020017,0,0.000913277,0,0,0.000150128,0.758821,8.01E-05,0.000375319,0,0,0,5.34E-05,5.00E-05,0.00057549,7.51E-05,0.000250213,0,0.000525447,0.000725617,7.51E-05,7.51E-05,0,8.76E-05,0,0
S_15277219,0.00442499,0.00766755,0.00511983,0,0.064071,0.000219421,0,0.0660312,0.029695,0,0.0038033,0,0.00096911,0.0101239,0.0209913,0,0.00833801,0.00497355,0,0.000877685,0.389107,0.00482727,0.00190165,0.000731404,0.00160909,0.00193822,0.00072409,0.00329132,0.00338884,0,0.00950825,0.000877685,0.000731404,0.00861594,0.000731404,0.000877685,0.000292562,0.000658264,0.000219421,0.310188
S_15277220,0,0.000438267,0,0,0.00143013,0,0,0.0428025,0.000507467,0,0.00338311,0,0,3.08E-05,0,0,9.23E-05,0,0,0,0.947717,0,0,0,0,0,5.54E-05,0,0,0,9.23E-05,0,0,0.000350613,0.000230667,0,0,0.0001384,0.0001384,0
S_15277221,0.0329554,0.0195408,0.00288952,0.0519566,0.0166199,0.0144847,0.00205276,0.161752,0.00588622,0.0148145,0.0051525,0.00202802,0.0043281,0.0719021,0.00534211,0.000997524,0.0314138,0.0132069,0,0.00111294,0.272101,0.00921762,0.00764219,0.00504533,0.00336355,0.000511128,0.00150865,0.0100412,0.0006183,0.00148392,0.00779058,0.0294805,0.00383346,0.00204286,0.0109563,0.00143446,0.00276998,0.00148392,0.00536684,0.00508243
S_15277222,0.0002077,0.00151102,0.000686564,0,0.0152313,0,0.000138467,0.00630716,0.00733874,0.00031155,0.000594253,0,0.00010385,0.00273241,0.000242317,0.00051925,0.000276933,0,0,6.92E-05,0.944793,0.00051925,0.0004154,0,0.000657717,6.92E-05,0.000193853,0,0.000450017,0,0.00093465,0,0.000553867,0.00262394,0.000173083,0,0.000138467,0.00010385,0.000138467,0.00737335
S_15277223,0,3.93E-05,4.30E-05,0,0.000365745,0,0,0.00461699,0.000365745,0,0.000136258,0,0.000107572,6.45E-05,0,0,0,0,0,0,0.992202,0,0,0,0,0,7.10E-05,0,0,0,0,0,0,0.000133389,0,4.30E-05,4.30E-05,0,0,0.00156517
S_15277224,0,0.000647515,0,0,0.00201201,0,0,3.83E-05,0.000415176,0,6.39E-05,0,9.58E-05,0,0,0.000159683,0,0,0,0,0.994187,0,0,0,6.39E-05,9.58E-05,0.000108585,0,0,0,0.000255493,0,0.000479049,0.000281042,0.000159683,0,0.000127747,0.00019162,0,3.19E-05
S_15277225,7.66E-05,0.000163431,0,0,0,0,0.000102145,0.12361,0.000107252,0,0.000970374,0,0.000517107,0.000150663,0.000255362,7.66E-05,0,0,0,0,0.869455,0,0,0,0,7.66E-05,4.09E-05,0,0,0,0,0,0.000612868,0,5.11E-05,0,0,0,0.000153217,0
S_15277226,0.000124755,0.000178399,0.000399215,0,0.00134735,0.000199608,0.000149706,0.0285739,0.000548921,0.000648725,0.00199608,0,0,0.00110616,0,0,0.000307729,0.000149706,0,9.98E-05,0.959265,0.00168419,0.000299412,0,0,9.98E-05,5.99E-05,0,0.000432483,0.000449117,7.49E-05,0,0,0.000409196,0,0,0,9.98E-05,0,0
S_15277227,0.000794726,0.00246014,0,7.79E-05,0.00765118,0.000233743,0.000529817,0.120424,0.00326201,0,0.00115833,4.67E-05,0.000444111,0.000822775,0.000296074,0,0.0002727,0.00021816,0,0,0.824021,0.000451903,0.000186994,0,0.000124663,0.000171411,0.00011843,0,0,0.000155829,0.000638897,1.04E-05,0.000124663,0.00106275,0.000373988,9.35E-05,3.12E-05,0.000522026,0.00010908,0.0287971
S_15277230,0,0.000347978,0.000128881,0,0.00208271,0,0.000164967,0.156546,0.000536143,0,0.00906632,4.12E-05,0.000103104,6.60E-05,0.000144346,4.81E-05,0,8.25E-05,0,0,0.81335,0.000257761,0,0,0.000103104,4.12E-05,3.99E-05,6.19E-05,0,0,0,0,6.19E-05,0.000321686,0,0,0.000123725,6.19E-05,0,0.0147078
S_15277241,0.00238106,0.00642446,0.000160341,3.21E-05,0.0201067,0.00153927,0.000224477,0.0115702,0.00891495,0.00537142,0.00557452,0.000625329,0.0018792,0.0089994,0.00690268,7.48E-05,0.00358362,0.000481023,0,0.000593261,0.870731,0.000633347,0.00203633,0.000416886,0.000400852,0.000208443,0.00101576,4.81E-05,0.00181185,0.000256545,0.0020684,0.000673432,0.00142703,0.00342167,0.00210047,0.000288614,0.00129876,0.00116247,0,0
S_15277252,0.00270054,0.00213622,0,0.0018314,0.0480696,0.000502859,0.00134096,0.166942,0.0238393,0.00441399,0.00885591,0.004116,0.00101193,0.0179204,0.00324996,0,0.00494479,0.00171345,0,0.000148995,0.601625,0.00452574,0.00830649,0.000260742,0.000782226,0,0.00158928,0,0.00145891,0.00128509,0.0021325,0.00174449,0.0124784,0.0074386,0.0049541,0.000875348,0.00514034,0.000828787,0,0.00561992
S_15277263,0.0157477,0.00148179,0.00386043,0.000423705,0.0398754,0.0093529,0.0101689,0.0196034,0.0136449,0.0397341,0.0157477,0.00141235,0.00100042,0.112765,0.013692,0.0538576,0.0118402,0.0189255,0,0.00418997,0.343601,0.0109693,0.0173248,0.00899197,0.00028247,0.000910182,0.00259166,0.00861534,0.0127739,0.000470784,0,0,0.000988645,0.00475491,0.000423705,0.000376627,0.0010828,0.000588479,0,0.00353088
S_15277274,0,0,0,0,0.000718227,0,0,0.00121223,0.000198534,3.50E-05,0.000166418,0,0,6.77E-05,0,0.00143061,0,0,0,0,0.995743,0,0,0,0,0,4.20E-05,5.26E-05,0,0,5.26E-05,0,0,0.000112113,0,0,0,3.50E-05,0,1.75E-05
S_15277285,0.00102133,0.00309716,0.00285856,0.000140873,0.0110938,0.000950895,0.0013383,0.190003,0.00454317,0.000810022,0.0102955,0.00119742,0.000572298,0.00576407,7.04E-05,0.0168344,0.00324009,0.000669148,0,0.00119742,0.710777,0.000669148,0.00246528,0.000140873,0.000176092,0.000123264,0.00280808,0.00042262,0.00216006,0.000457838,0.00021131,0,0.000140873,0.00194405,0.00162004,0.000176092,0.00105655,0.000316965,0.000493057,0
S_15277296,6.92E-05,0.00034596,0.000588133,0,0.00342501,6.92E-05,0.00183359,0.156464,0.00169521,0.000138384,0.00265236,6.92E-05,0.000207576,0.000596781,0,0.00619846,0.000351726,0.000138384,0,0,0.819199,0.000830305,6.92E-05,0.000138384,0,0.000501642,0.000242172,0,0,0,0,0,0,0.00051894,0,0,0,0.000103788,0,0.00070057
